id,date,cheveux,age,exp,salaire,sexe,diplome,specialite,note,dispo,embauche
1800,2012-01-09,brun,48.0,13.0,35160.0,F,licence,archeologie,84.75,oui,0
1801,2012-02-18,blond,47.0,14.0,29277.0,M,master,geologie,83.44,oui,1
1802,2013-01-02,blond,31.0,13.0,29142.0,M,master,archeologie,90.0,oui,0
1803,2012-12-23,brun,49.0,8.0,40956.0,M,licence,geologie,39.55,non,0
1804,2014-10-14,chatain,43.0,9.0,25933.0,F,doctorat,geologie,89.97,non,0
1805,2010-05-24,chatain,44.0,14.0,35689.0,M,licence,detective,64.24,non,1
1806,2013-06-09,chatain,34.0,7.0,34482.0,M,master,detective,67.78,non,1
1807,2012-04-03,brun,35.0,11.0,30875.0,F,master,detective,97.69,non,0
1808,2014-09-10,chatain,49.0,15.0,30986.0,M,doctorat,geologie,83.91,oui,0
1809,2011-06-29,brun,42.0,5.0,38128.0,F,licence,detective,60.45,oui,0
1810,2010-06-22,blond,26.0,9.0,23281.0,M,master,geologie,96.04,non,0
1811,2012-10-30,brun,27.0,11.0,36095.0,F,licence,geologie,74.64,non,0
1812,2010-08-30,roux,29.0,8.0,34107.0,F,licence,detective,79.05,non,1
1813,2011-11-24,blond,38.0,12.0,35164.0,F,,detective,69.59,non,0
1814,2011-01-08,roux,31.0,9.0,44174.0,M,bac,detective,76.62,oui,0
1815,2014-12-21,blond,40.0,13.0,39613.0,M,licence,forage,64.44,non,0
1816,2013-05-11,chatain,29.0,7.0,42170.0,F,master,detective,68.28,oui,0
1817,2012-01-28,brun,34.0,12.0,41329.0,M,licence,forage,73.61,non,0
1818,2014-08-16,roux,46.0,8.0,33928.0,M,bac,geologie,70.52,non,0
1819,2013-04-22,blond,18.0,10.0,39371.0,M,licence,geologie,44.12,non,0
1820,2012-05-27,brun,35.0,8.0,32220.0,M,doctorat,geologie,74.06,oui,0
1821,2012-08-28,brun,31.0,12.0,30875.0,M,doctorat,forage,82.95,oui,0
1822,2014-12-04,chatain,38.0,10.0,31573.0,F,master,geologie,88.91,non,0
1823,2014-05-27,chatain,53.0,8.0,34550.0,F,master,forage,100.81,non,0
1824,2013-11-04,brun,39.0,8.0,24741.0,M,doctorat,geologie,74.19,non,1
1825,2010-12-28,brun,26.0,13.0,36122.0,M,doctorat,forage,83.46,oui,0
1826,2012-05-20,brun,15.0,9.0,27403.0,M,master,detective,,non,1
1827,2014-07-30,brun,15.0,14.0,34937.0,M,master,geologie,77.11,oui,1
1828,2010-03-07,blond,41.0,9.0,26468.0,M,master,geologie,54.54,non,0
1829,2010-04-02,chatain,31.0,2.0,31787.0,F,licence,geologie,63.87,non,0
1830,2013-12-20,brun,27.0,16.0,40082.0,F,licence,forage,71.61,oui,1
1831,2014-09-16,brun,40.0,14.0,36734.0,F,master,archeologie,65.36,oui,0
1832,2011-02-16,blond,27.0,16.0,33237.0,M,master,geologie,84.76,non,0
1833,2013-11-30,brun,47.0,13.0,39318.0,M,licence,geologie,64.07,non,0
1834,2011-10-11,brun,22.0,8.0,41285.0,F,licence,forage,59.82,non,1
1835,2010-06-13,blond,40.0,9.0,34837.0,M,licence,geologie,58.1,non,0
1836,2014-10-02,brun,20.0,10.0,34585.0,F,master,forage,104.79,oui,0
1837,2011-02-03,blond,25.0,5.0,39713.0,M,licence,forage,82.94,oui,0
1838,2013-07-08,chatain,64.0,11.0,29276.0,F,doctorat,detective,94.27,non,0
1839,2013-01-29,chatain,41.0,2.0,44982.0,M,licence,geologie,47.44,non,0
1840,2013-08-20,chatain,29.0,11.0,34929.0,F,doctorat,detective,98.78,oui,0
1841,2013-10-03,chatain,42.0,8.0,34803.0,M,master,geologie,76.71,oui,1
1842,2010-02-10,brun,34.0,15.0,29762.0,M,master,forage,67.9,oui,0
1843,2012-12-13,chatain,27.0,3.0,31087.0,F,master,geologie,88.44,non,0
1844,2010-08-23,blond,24.0,6.0,40243.0,M,licence,archeologie,60.46,oui,0
1845,2010-02-26,blond,24.0,13.0,41354.0,M,licence,forage,84.34,oui,1
1846,2013-02-10,roux,41.0,9.0,34586.0,M,licence,geologie,103.46,oui,1
1847,2013-10-22,blond,46.0,8.0,37642.0,M,licence,forage,80.17,oui,0
1848,2012-08-23,blond,26.0,11.0,25660.0,F,doctorat,forage,113.22,oui,0
1849,2012-11-28,chatain,34.0,12.0,27707.0,F,doctorat,geologie,84.58,non,0
1850,2013-04-10,brun,53.0,12.0,37803.0,M,master,geologie,68.02,oui,0
1851,2010-06-02,brun,26.0,12.0,43194.0,M,master,archeologie,70.59,oui,0
1852,2012-11-12,roux,43.0,13.0,28609.0,F,licence,forage,91.7,non,0
1853,2011-03-30,chatain,50.0,14.0,36532.0,F,licence,detective,53.78,non,0
1854,2010-08-30,blond,17.0,11.0,34418.0,M,licence,geologie,81.09,non,0
1855,2014-08-30,blond,48.0,6.0,37770.0,M,licence,geologie,103.84,oui,0
1856,2010-02-20,blond,49.0,1.0,31946.0,M,licence,forage,73.83,non,0
1857,2012-12-25,chatain,25.0,12.0,29805.0,F,licence,detective,92.29,non,0
1858,2014-07-19,brun,37.0,12.0,30825.0,F,master,geologie,103.8,non,0
1859,2013-11-09,brun,35.0,7.0,29382.0,F,licence,geologie,75.13,non,1
1860,2010-04-01,blond,40.0,14.0,27299.0,M,master,geologie,72.0,non,0
1861,2010-12-11,chatain,29.0,9.0,31931.0,F,master,archeologie,112.98,oui,0
1862,2013-12-31,blond,37.0,7.0,39730.0,M,master,detective,62.73,oui,0
1863,2013-05-29,blond,26.0,11.0,37950.0,F,bac,detective,63.48,non,0
1864,2010-05-17,chatain,20.0,10.0,42945.0,M,master,forage,53.93,oui,0
1865,2011-07-20,chatain,27.0,8.0,29725.0,F,doctorat,detective,55.55,non,0
1866,2012-03-14,chatain,46.0,9.0,30064.0,F,doctorat,geologie,82.55,non,0
1867,2013-04-25,blond,46.0,6.0,,,licence,,90.96,oui,0
1868,2012-10-08,brun,41.0,9.0,33874.0,F,licence,detective,75.1,non,0
1869,2010-05-03,brun,56.0,7.0,33229.0,F,master,forage,72.09,non,0
1870,2012-10-05,blond,30.0,11.0,29946.0,F,licence,geologie,91.0,non,0
1871,2014-06-25,blond,32.0,12.0,27186.0,M,master,geologie,94.14,non,0
1872,2014-12-23,chatain,29.0,6.0,31890.0,F,master,geologie,68.24,non,0
1873,2013-09-10,brun,26.0,6.0,23514.0,F,master,forage,109.28,non,0
1874,2010-04-07,blond,22.0,8.0,33585.0,M,licence,detective,85.52,oui,0
1875,2010-08-12,brun,45.0,9.0,36676.0,M,master,geologie,51.22,non,0
1876,2012-04-25,brun,35.0,12.0,35966.0,M,master,geologie,73.69,oui,1
1877,2014-05-16,blond,39.0,12.0,32738.0,F,licence,forage,92.36,non,0
1878,,chatain,38.0,6.0,27403.0,F,master,geologie,80.35,non,0
1879,2011-05-23,brun,25.0,11.0,35747.0,M,master,geologie,71.25,oui,0
1880,2013-01-03,chatain,46.0,11.0,32953.0,,licence,forage,64.47,non,1
1881,2011-10-17,blond,31.0,9.0,36320.0,M,licence,geologie,76.47,oui,0
1882,2014-09-23,brun,31.0,3.0,26276.0,F,doctorat,detective,102.99,oui,0
1883,2014-01-05,brun,32.0,12.0,41194.0,F,master,geologie,75.0,oui,1
1884,2010-03-30,chatain,37.0,8.0,38985.0,F,licence,forage,92.69,non,0
1885,2013-10-08,blond,44.0,7.0,34810.0,M,master,geologie,80.02,oui,1
1886,2011-09-08,chatain,16.0,10.0,28995.0,F,doctorat,detective,103.45,oui,0
1887,2010-11-21,roux,27.0,8.0,32410.0,M,licence,forage,75.7,non,0
1888,2012-08-05,blond,32.0,10.0,33034.0,M,licence,geologie,80.59,non,0
1889,2012-10-13,chatain,55.0,11.0,27942.0,F,doctorat,detective,94.7,oui,0
1890,2012-07-07,chatain,20.0,6.0,34760.0,M,doctorat,geologie,60.24,non,1
1891,2010-08-22,blond,35.0,6.0,27295.0,M,master,geologie,82.5,non,0
1892,2014-03-01,roux,40.0,6.0,24916.0,M,licence,geologie,91.3,non,0
1893,2012-02-21,brun,30.0,6.0,37454.0,M,licence,geologie,51.94,non,0
1894,2013-07-28,brun,31.0,11.0,27700.0,M,master,geologie,77.75,non,0
1895,2014-03-30,chatain,21.0,7.0,34192.0,F,master,forage,72.76,non,0
1896,2011-08-26,roux,33.0,4.0,30920.0,M,bac,geologie,49.71,non,0
1897,2010-12-07,chatain,53.0,9.0,32200.0,F,master,geologie,82.51,non,0
1898,2014-05-01,blond,36.0,9.0,35529.0,M,bac,geologie,74.96,non,0
1899,2012-07-12,roux,35.0,11.0,36334.0,M,bac,geologie,53.81,non,0
1900,2013-01-02,chatain,15.0,8.0,39844.0,M,master,forage,78.17,oui,0
1901,2011-05-25,brun,17.0,12.0,34169.0,F,licence,detective,71.55,non,0
1902,2010-01-09,chatain,27.0,8.0,32635.0,F,master,forage,47.26,non,1
1903,2010-03-06,chatain,55.0,13.0,28260.0,M,doctorat,geologie,87.18,non,0
1904,2014-04-12,brun,14.0,7.0,41102.0,M,licence,geologie,54.88,non,0
1905,2012-04-06,blond,41.0,7.0,35149.0,M,licence,geologie,65.11,non,0
1906,2014-08-16,roux,26.0,6.0,29033.0,M,bac,geologie,67.08,non,0
1907,2011-08-13,chatain,52.0,9.0,40385.0,F,bac,forage,54.26,non,0
1908,2011-05-22,brun,32.0,8.0,28208.0,M,doctorat,geologie,80.84,oui,1
1909,2013-01-26,brun,50.0,12.0,37453.0,M,master,archeologie,84.64,oui,0
1910,2013-07-04,chatain,40.0,10.0,38020.0,F,master,detective,72.23,oui,0
1911,2014-01-23,chatain,47.0,9.0,33881.0,M,master,geologie,84.35,oui,0
1912,2014-08-20,blond,21.0,14.0,40274.0,M,licence,geologie,73.74,non,0
1913,2011-04-01,roux,39.0,8.0,25674.0,M,master,geologie,85.26,non,0
1914,2010-11-17,brun,50.0,9.0,34639.0,M,master,geologie,70.45,non,0
1915,2012-09-08,chatain,36.0,11.0,37753.0,M,licence,geologie,53.08,non,1
1916,2010-11-27,brun,46.0,10.0,27932.0,F,doctorat,detective,92.91,oui,0
1917,2010-10-17,brun,32.0,13.0,35813.0,F,master,geologie,88.19,non,0
1918,2012-09-22,blond,26.0,6.0,32469.0,F,licence,detective,71.03,non,0
1919,2014-07-31,chatain,37.0,9.0,42182.0,F,licence,forage,58.32,non,0
1920,2010-03-31,chatain,43.0,9.0,26319.0,F,master,geologie,81.34,non,0
1921,2014-06-24,roux,27.0,5.0,33153.0,M,licence,detective,75.33,oui,0
1922,2014-05-15,chatain,38.0,11.0,35808.0,F,licence,archeologie,56.75,non,1
1923,2010-10-10,brun,26.0,8.0,35598.0,F,licence,detective,71.25,non,1
1924,2010-04-24,chatain,25.0,7.0,26994.0,F,master,forage,99.03,non,0
1925,2012-01-21,blond,25.0,8.0,32991.0,M,master,geologie,,oui,0
1926,2010-02-19,blond,39.0,11.0,29478.0,M,master,geologie,71.09,non,0
1927,2010-11-10,blond,48.0,15.0,36270.0,M,bac,geologie,43.84,non,0
1928,2010-05-27,brun,30.0,9.0,30718.0,F,licence,forage,65.33,non,0
1929,2011-07-06,blond,37.0,3.0,42925.0,M,licence,geologie,,non,0
1930,2014-02-25,blond,36.0,11.0,43504.0,M,bac,geologie,33.03,non,0
1931,2014-02-13,blond,37.0,3.0,34455.0,M,licence,geologie,69.91,non,0
1932,2014-12-21,chatain,28.0,12.0,36788.0,F,master,detective,81.57,oui,0
1933,2012-11-07,chatain,39.0,7.0,36005.0,M,master,geologie,95.57,oui,0
1934,2010-04-23,blond,31.0,17.0,38460.0,M,licence,detective,85.51,oui,0
1935,2014-07-21,blond,23.0,9.0,36732.0,M,licence,detective,52.5,non,0
1936,2014-10-13,chatain,41.0,15.0,41420.0,M,master,geologie,74.95,oui,0
1937,2014-02-22,roux,30.0,10.0,44249.0,M,bac,forage,54.73,non,0
1938,2010-04-20,blond,40.0,12.0,36260.0,M,bac,geologie,47.13,non,0
1939,2014-01-12,brun,35.0,8.0,20921.0,F,,geologie,105.61,non,0
1940,2010-10-26,chatain,8.0,14.0,26885.0,F,doctorat,forage,103.04,oui,0
1941,2012-03-11,blond,35.0,8.0,34124.0,F,bac,geologie,76.8,non,0
1942,2013-05-28,brun,22.0,12.0,35174.0,F,licence,detective,60.5,non,0
1943,2013-10-13,blond,35.0,6.0,42155.0,F,bac,archeologie,71.06,oui,0
1944,2014-10-13,brun,32.0,8.0,39333.0,M,doctorat,geologie,73.81,oui,1
1945,2010-11-25,brun,31.0,3.0,38742.0,F,licence,archeologie,83.89,oui,0
1946,2014-11-22,chatain,32.0,11.0,33858.0,M,doctorat,geologie,111.13,oui,0
1947,2011-07-16,roux,40.0,13.0,26131.0,M,master,geologie,97.06,non,0
1948,2013-07-30,chatain,34.0,7.0,40461.0,F,master,archeologie,71.6,oui,0
1949,2014-08-12,brun,42.0,5.0,37221.0,M,master,forage,61.5,non,0
1950,2010-05-17,blond,33.0,12.0,32490.0,M,master,geologie,90.83,oui,1
1951,2013-02-14,brun,23.0,9.0,33734.0,M,master,forage,81.09,non,0
1952,2014-07-29,blond,30.0,9.0,32620.0,M,licence,geologie,69.62,non,0
1953,2013-11-10,brun,32.0,9.0,34494.0,M,master,geologie,79.88,non,0
1954,2012-05-26,brun,49.0,8.0,37180.0,M,master,geologie,80.56,non,0
1955,2010-08-19,roux,27.0,7.0,39133.0,M,bac,geologie,43.22,non,0
1956,2011-07-29,blond,49.0,5.0,41058.0,F,bac,detective,53.56,non,0
1957,2010-09-30,chatain,44.0,10.0,39320.0,F,licence,forage,52.55,non,0
1958,2010-06-11,brun,24.0,6.0,24735.0,F,doctorat,detective,85.09,oui,0
1959,2010-10-03,roux,41.0,5.0,27460.0,M,master,forage,103.06,oui,0
1960,2013-01-26,chatain,30.0,7.0,25884.0,F,doctorat,forage,92.48,non,0
1961,2014-03-05,brun,29.0,10.0,35665.0,M,master,geologie,85.89,oui,0
1962,2011-05-27,chatain,32.0,7.0,29943.0,F,doctorat,forage,102.31,oui,0
1963,2011-03-26,brun,26.0,5.0,42851.0,M,licence,geologie,76.42,non,0
1964,2014-05-09,blond,18.0,13.0,43070.0,M,bac,geologie,66.58,non,0
1965,2012-07-25,chatain,34.0,9.0,34377.0,F,licence,forage,62.68,non,1
1966,2014-07-21,chatain,36.0,6.0,38577.0,F,doctorat,,95.69,oui,0
1967,2014-01-28,brun,26.0,11.0,40628.0,M,master,forage,78.93,oui,0
1968,2013-03-09,blond,41.0,9.0,35231.0,M,master,forage,83.45,oui,0
1969,2014-08-07,roux,41.0,9.0,41415.0,M,bac,geologie,60.83,non,0
1970,2010-04-20,blond,21.0,8.0,43699.0,F,bac,detective,52.86,non,0
1971,2012-11-03,brun,42.0,8.0,38887.0,F,licence,archeologie,73.19,non,0
1972,2010-08-18,brun,46.0,3.0,38253.0,M,licence,forage,54.51,non,0
1973,2014-10-24,blond,42.0,10.0,37458.0,M,licence,geologie,73.26,oui,0
1974,2014-04-07,blond,36.0,13.0,35108.0,M,licence,geologie,73.17,non,1
1975,2012-09-18,brun,25.0,11.0,40922.0,M,master,geologie,84.9,oui,0
1976,2013-01-21,chatain,43.0,11.0,30152.0,F,doctorat,detective,85.0,oui,0
1977,2014-01-18,brun,40.0,9.0,,M,master,geologie,71.91,non,0
1978,2010-03-09,blond,35.0,10.0,42506.0,F,licence,archeologie,78.04,oui,0
1979,2010-05-10,blond,35.0,11.0,31987.0,M,licence,geologie,79.63,non,0
1980,2012-02-25,brun,36.0,11.0,35245.0,F,master,forage,80.84,non,0
1981,2011-06-22,roux,28.0,12.0,30315.0,M,licence,geologie,79.74,non,0
1982,2012-03-24,blond,34.0,5.0,30275.0,F,licence,forage,70.25,non,0
1983,2012-08-08,blond,46.0,14.0,38211.0,M,licence,geologie,65.49,non,0
1984,2013-03-09,chatain,28.0,14.0,35054.0,F,master,geologie,73.3,non,0
1985,2010-11-22,blond,32.0,11.0,40778.0,M,licence,geologie,54.34,non,0
1986,2012-04-18,brun,50.0,8.0,31313.0,M,master,geologie,,oui,0
1987,2010-03-13,blond,27.0,13.0,39406.0,M,licence,geologie,51.63,non,0
1988,2011-08-28,brun,28.0,11.0,40381.0,F,licence,detective,58.25,non,0
1989,2010-08-23,brun,20.0,14.0,32835.0,F,licence,geologie,73.98,non,0
1990,2014-03-24,chatain,35.0,10.0,35299.0,M,master,geologie,55.57,non,0
1991,2012-06-20,roux,35.0,15.0,32691.0,M,licence,forage,79.87,non,0
1992,2010-06-25,brun,47.0,10.0,29599.0,F,master,geologie,94.76,non,0
1993,2012-02-07,brun,35.0,14.0,38607.0,M,licence,geologie,52.07,non,0
1994,2013-05-22,brun,19.0,8.0,33462.0,F,licence,detective,68.46,non,0
1995,2013-09-09,brun,39.0,8.0,37474.0,M,licence,geologie,67.02,non,0
1996,2010-10-14,brun,53.0,8.0,40674.0,M,bac,geologie,54.85,non,0
1997,2012-06-01,brun,22.0,10.0,40744.0,M,licence,geologie,68.25,non,0
1998,2013-02-25,brun,41.0,10.0,38618.0,F,licence,geologie,66.45,non,0
1999,2012-07-07,blond,41.0,16.0,31157.0,M,master,geologie,95.72,oui,0
2000,2010-04-02,chatain,20.0,9.0,36277.0,F,master,detective,63.22,non,0
2001,2013-12-31,brun,38.0,7.0,37778.0,M,licence,geologie,40.85,non,0
2002,2012-03-28,blond,45.0,8.0,32454.0,M,master,geologie,73.24,oui,0
2003,2013-11-08,roux,41.0,10.0,35154.0,M,bac,geologie,55.81,non,0
2004,2011-06-14,brun,49.0,10.0,40185.0,F,master,archeologie,68.9,oui,0
2005,2013-12-21,blond,26.0,9.0,27538.0,M,master,geologie,80.25,non,0
2006,2013-02-14,blond,45.0,9.0,39656.0,F,licence,forage,72.59,non,0
2007,2013-06-22,blond,38.0,11.0,40733.0,M,doctorat,geologie,82.03,oui,1
2008,2014-02-27,brun,50.0,9.0,39000.0,M,licence,forage,58.43,non,0
2009,2011-09-11,chatain,24.0,13.0,43854.0,M,licence,geologie,56.52,non,0
2010,2012-12-11,brun,23.0,9.0,35103.0,F,master,forage,87.72,non,0
2011,2011-10-03,chatain,36.0,11.0,40750.0,F,licence,geologie,79.23,non,0
2012,2012-02-19,brun,28.0,10.0,30858.0,M,master,geologie,80.87,non,0
2013,2012-05-03,roux,49.0,7.0,34705.0,M,licence,geologie,71.68,non,0
2014,2014-10-15,brun,42.0,8.0,29626.0,F,master,geologie,75.48,non,0
2015,2011-06-08,chatain,25.0,12.0,42014.0,F,licence,forage,67.79,non,0
2016,2010-09-16,roux,35.0,5.0,29932.0,F,bac,forage,78.64,non,0
2017,2012-05-22,blond,30.0,5.0,34935.0,F,,forage,68.81,non,0
2018,2014-08-06,chatain,27.0,8.0,38134.0,M,doctorat,forage,68.73,oui,0
2019,2010-03-04,chatain,36.0,11.0,29302.0,F,master,detective,94.79,non,0
2020,2013-12-12,brun,36.0,5.0,28907.0,F,licence,forage,65.23,non,0
2021,2013-11-15,blond,34.0,8.0,37199.0,F,bac,geologie,70.44,non,0
2022,2012-08-06,blond,33.0,7.0,31359.0,F,licence,forage,93.11,non,0
2023,2010-03-30,chatain,36.0,7.0,33448.0,M,doctorat,geologie,84.48,oui,0
2024,2013-02-25,brun,36.0,19.0,28592.0,M,licence,archeologie,79.2,non,1
2025,2014-10-16,roux,34.0,11.0,34129.0,M,bac,geologie,60.74,non,0
2026,2011-09-12,chatain,35.0,10.0,41674.0,M,master,geologie,59.59,oui,0
2027,2013-05-17,brun,36.0,9.0,27650.0,F,master,geologie,90.72,non,0
2028,2011-08-22,blond,42.0,7.0,37174.0,M,licence,geologie,55.93,non,0
2029,2010-07-30,roux,38.0,12.0,38112.0,M,bac,forage,38.8,non,0
2030,2011-06-16,brun,31.0,11.0,31863.0,F,master,detective,92.96,non,0
2031,2012-04-16,brun,35.0,7.0,34234.0,F,licence,geologie,89.24,non,0
2032,2013-02-01,blond,26.0,17.0,35391.0,M,licence,forage,70.56,non,0
2033,2012-05-02,blond,21.0,11.0,39150.0,M,licence,forage,92.15,oui,1
2034,2011-04-25,brun,34.0,13.0,30779.0,M,master,geologie,73.09,non,0
2035,2011-09-08,chatain,24.0,10.0,36260.0,F,licence,forage,100.44,non,0
2036,2012-08-10,blond,25.0,11.0,40179.0,M,licence,geologie,59.86,non,0
2037,2010-11-16,blond,28.0,13.0,42078.0,M,licence,detective,65.29,oui,0
2038,2011-11-30,roux,22.0,12.0,32353.0,M,licence,geologie,80.92,oui,0
2039,2010-08-26,blond,44.0,8.0,37347.0,F,bac,detective,77.55,non,1
2040,2012-07-02,chatain,37.0,9.0,30107.0,F,licence,archeologie,59.31,non,1
2041,2011-12-31,blond,23.0,9.0,35975.0,F,licence,detective,63.98,non,0
2042,2014-09-21,roux,33.0,8.0,32747.0,M,licence,forage,74.19,non,0
2043,2010-03-24,roux,34.0,6.0,31532.0,M,licence,detective,89.74,oui,0
2044,2011-05-12,chatain,30.0,7.0,36143.0,F,master,detective,85.47,oui,0
2045,2014-12-25,roux,48.0,8.0,32757.0,F,bac,geologie,72.92,non,0
2046,2013-04-05,brun,38.0,16.0,41075.0,M,master,geologie,76.68,oui,0
2047,2011-07-03,blond,35.0,7.0,30006.0,M,master,geologie,84.67,non,0
2048,2011-09-27,blond,44.0,9.0,37846.0,M,licence,geologie,55.78,non,0
2049,2010-09-04,blond,31.0,12.0,37687.0,M,licence,forage,75.02,non,0
2050,2010-01-05,roux,50.0,6.0,26485.0,M,licence,geologie,91.71,non,0
2051,2013-03-01,blond,35.0,11.0,30076.0,M,doctorat,archeologie,84.18,oui,0
2052,2012-07-27,roux,33.0,6.0,30345.0,M,bac,geologie,82.74,non,0
2053,2010-11-30,brun,30.0,,29237.0,F,master,geologie,101.31,non,0
2054,2012-10-01,blond,36.0,11.0,26662.0,M,licence,geologie,85.37,non,0
2055,2012-05-11,chatain,31.0,8.0,38682.0,F,doctorat,detective,64.75,oui,0
2056,2011-07-15,blond,72.0,9.0,33252.0,M,licence,geologie,53.24,non,0
2057,2012-05-02,blond,15.0,4.0,31459.0,M,doctorat,geologie,94.37,oui,0
2058,2014-11-26,blond,30.0,7.0,40329.0,F,licence,detective,77.61,non,1
2059,2012-12-09,blond,18.0,12.0,39040.0,M,licence,geologie,69.25,non,0
2060,2010-10-21,brun,41.0,10.0,37611.0,F,licence,geologie,88.32,non,0
2061,2012-04-07,blond,25.0,10.0,37095.0,M,licence,forage,73.21,non,0
2062,2014-09-07,roux,28.0,8.0,37270.0,M,bac,geologie,66.82,non,0
2063,2014-11-09,brun,32.0,6.0,36906.0,M,licence,geologie,64.34,non,0
2064,2014-01-06,chatain,36.0,7.0,33633.0,F,licence,archeologie,57.48,non,1
2065,2011-01-06,chatain,25.0,13.0,38318.0,F,master,detective,86.08,oui,0
2066,2014-07-24,brun,29.0,12.0,25860.0,F,licence,geologie,97.66,non,1
2067,2010-12-20,brun,40.0,12.0,45137.0,F,bac,detective,72.19,non,0
2068,2014-07-25,blond,29.0,13.0,27938.0,F,licence,geologie,80.22,non,0
2069,2014-10-06,brun,29.0,9.0,27640.0,F,master,,78.47,non,0
2070,2010-04-30,blond,35.0,5.0,35053.0,M,licence,geologie,62.43,non,0
2071,2013-10-16,blond,35.0,13.0,38279.0,M,master,geologie,70.19,oui,0
2072,2014-07-31,blond,33.0,8.0,36213.0,M,licence,detective,72.28,oui,0
2073,2014-07-26,brun,26.0,11.0,30703.0,M,licence,geologie,48.27,non,0
2074,2014-05-11,brun,22.0,11.0,32359.0,M,master,geologie,65.74,non,0
2075,2013-07-02,blond,29.0,8.0,34595.0,M,licence,geologie,71.3,non,0
2076,2010-09-11,brun,41.0,12.0,29036.0,F,master,geologie,87.05,non,0
2077,2011-01-24,blond,48.0,8.0,37859.0,M,licence,detective,80.94,oui,0
2078,2014-12-21,blond,34.0,13.0,38566.0,M,licence,geologie,66.69,non,0
2079,2012-04-29,brun,31.0,7.0,33308.0,M,master,geologie,67.92,non,0
2080,2010-03-15,blond,40.0,14.0,31688.0,M,doctorat,geologie,76.65,oui,0
2081,2014-05-12,chatain,39.0,12.0,42649.0,M,master,geologie,75.31,oui,0
2082,2012-03-24,brun,35.0,6.0,37169.0,F,licence,detective,75.25,oui,0
2083,2013-05-11,chatain,25.0,9.0,37184.0,M,doctorat,geologie,72.42,oui,0
2084,2011-02-25,brun,39.0,6.0,41768.0,M,bac,geologie,59.83,non,0
2085,2010-10-03,blond,48.0,9.0,33756.0,F,licence,detective,69.45,non,0
2086,2012-03-01,roux,46.0,10.0,31283.0,M,bac,forage,54.99,non,0
2087,2010-07-20,chatain,43.0,15.0,29277.0,F,doctorat,geologie,76.46,non,0
2088,2012-11-14,chatain,35.0,6.0,37609.0,M,master,geologie,55.16,oui,0
2089,2010-05-26,blond,39.0,17.0,30457.0,F,master,detective,85.59,oui,0
2090,2010-01-01,chatain,33.0,13.0,27486.0,F,doctorat,geologie,91.8,non,0
2091,2011-09-02,blond,31.0,14.0,,F,doctorat,archeologie,105.6,oui,0
2092,2014-02-28,brun,34.0,12.0,33648.0,F,licence,geologie,77.75,non,0
2093,2011-10-23,blond,27.0,9.0,36187.0,M,licence,geologie,77.26,non,0
2094,2013-10-07,brun,35.0,10.0,21652.0,M,doctorat,geologie,79.58,non,0
2095,2011-04-10,blond,42.0,10.0,36302.0,M,licence,geologie,64.23,non,0
2096,2012-12-17,brun,49.0,7.0,49221.0,M,licence,forage,47.6,oui,0
2097,2014-06-02,blond,31.0,8.0,35368.0,F,licence,detective,73.74,non,0
2098,2013-10-23,blond,63.0,11.0,37439.0,M,licence,geologie,74.49,non,0
2099,2010-12-31,chatain,12.0,14.0,34590.0,M,doctorat,detective,77.58,oui,0
2100,2012-04-01,chatain,38.0,9.0,36318.0,F,master,geologie,73.8,non,0
2101,2012-06-22,roux,33.0,9.0,35152.0,M,licence,geologie,93.35,non,1
2102,2013-06-25,blond,32.0,12.0,32372.0,F,licence,detective,84.5,non,0
2103,2011-07-27,roux,36.0,8.0,26104.0,M,master,geologie,108.82,oui,0
2104,2012-11-14,brun,23.0,10.0,27094.0,M,licence,archeologie,74.35,non,1
2105,2011-02-25,blond,40.0,6.0,40098.0,M,licence,geologie,61.86,non,0
2106,2011-06-07,blond,42.0,13.0,47819.0,M,bac,forage,61.69,oui,0
2107,2011-07-06,brun,31.0,8.0,34408.0,M,master,geologie,85.81,oui,0
2108,2010-12-14,roux,36.0,9.0,39315.0,M,bac,geologie,53.7,non,0
2109,2011-05-03,chatain,22.0,13.0,35788.0,M,doctorat,forage,72.11,oui,0
2110,2010-04-02,chatain,44.0,8.0,34640.0,F,master,detective,70.47,oui,0
2111,2011-04-23,blond,36.0,6.0,32177.0,M,master,geologie,92.66,oui,0
2112,2010-10-27,chatain,41.0,10.0,29994.0,F,licence,detective,63.8,non,1
2113,2010-03-05,chatain,37.0,7.0,28240.0,M,master,geologie,85.36,non,0
2114,2012-12-31,blond,41.0,9.0,36598.0,M,licence,geologie,69.23,non,0
2115,2010-04-24,chatain,35.0,10.0,32717.0,F,master,forage,94.5,oui,0
2116,2011-12-31,blond,32.0,11.0,32925.0,F,master,detective,80.2,oui,0
2117,2013-02-13,brun,63.0,12.0,37174.0,M,master,geologie,74.27,oui,0
2118,2010-08-28,chatain,24.0,8.0,34298.0,M,licence,detective,63.01,non,1
2119,2013-01-22,chatain,43.0,13.0,39314.0,F,master,geologie,63.73,non,1
2120,2010-10-26,chatain,16.0,1.0,39495.0,M,doctorat,geologie,62.75,oui,0
2121,2010-01-28,chatain,35.0,9.0,35262.0,M,master,geologie,80.97,oui,0
2122,2011-12-02,brun,50.0,6.0,46872.0,M,bac,detective,44.15,non,0
2123,2012-09-25,blond,14.0,5.0,30968.0,F,licence,archeologie,91.34,oui,0
